	Cell Line HMS LINCS ID	Cell Line Name	Protein HMS LINCS ID	Protein Name	Ligand Concentration	Conc unit	Measured pAkt:10min log10(fold change)	Measured pAkt:30min log10(fold change)	Measured pAkt:90min log10(fold change)	Measured pErk:10min log10(fold change)	Measured pErk:30min log10(fold change)	Measured pErk:90min log10(fold change)
26	50211	HCC1806	200852.0	BTC	1.0	ng/ml	0.267264591508	0.38572541759	0.471653995319	0.863955784408	0.842872319248	0.827032710277
27	50211	HCC1806	200852.0	BTC	100.0	ng/ml	0.383838750412	0.324897336001	0.27768591713	0.997607503513	0.833716596468	0.712216765738
28	50212	HCC1937	200852.0	BTC	1.0	ng/ml	0.751866344626	0.466698177539	0.532602905257	1.92581285855	1.77543115093	1.76907101256
29	50212	HCC1937	200852.0	BTC	100.0	ng/ml	0.894400217545	0.759369645197	0.442708773432	1.97195152962	1.85174639992	1.51536934977
30	50213	HCC1954	200852.0	BTC	1.0	ng/ml	0.294927039745	0.31372470064	0.349987586439	0.767229099591	0.720181955461	0.692139763065
31	50213	HCC1954	200852.0	BTC	100.0	ng/ml	0.584753060502	0.514090890897	0.632028757264	0.824429568143	0.7374490732	0.673941183866
32	50214	HCC202	200852.0	BTC	1.0	ng/ml	0.0470011458132	0.051751335875	0.0435376869962	0.883708515197	0.932425679416	0.829743916396
33	50214	HCC202	200852.0	BTC	100.0	ng/ml	0.119985952729	0.104594355038	0.0996930771799	1.16031884423	1.02044453734	0.706353286348
34	50216	HCC38	200852.0	BTC	1.0	ng/ml	0.41003351283	0.389345454129	0.329834986939	1.72368023267	1.63939289064	1.51467461522
35	50216	HCC38	200852.0	BTC	100.0	ng/ml	0.640210555703	0.445084157787	0.188840191649	1.86204679664	1.61673055704	1.03215602771
36	50219	HCC70	200852.0	BTC	1.0	ng/ml	0.475220946641	0.471506642281	0.495242530316	1.70198656415	1.4448106636	1.45266731134
37	50219	HCC70	200852.0	BTC	100.0	ng/ml	0.581353868723	0.64516289049	0.53230591791	1.90167861023	1.50832087833	1.13837806132
38	50238	Hs 578T	200852.0	BTC	1.0	ng/ml	0.949893492854	0.843211681653	0.74308285396	1.00726975621	0.82511639397	0.64172355858
39	50238	Hs 578T	200852.0	BTC	100.0	ng/ml	1.34036630904	1.24539170517	0.809108833224	1.184784062	1.01790590087	0.480322390817
40	50327	MDA-MB-134-VI	200852.0	BTC	1.0	ng/ml	0.0	0.0	0.0	0.147085337926	0.187627514257	-0.153985473814
41	50327	MDA-MB-134-VI	200852.0	BTC	100.0	ng/ml	0.0	0.0	0.0	-0.0150702579028	-0.105417789604	-0.0231323602416
42	50328	MDA-MB-157	200852.0	BTC	1.0	ng/ml	0.44177763366	0.341136927776	0.0	1.75448764321	1.85550953692	1.74231103921
43	50328	MDA-MB-157	200852.0	BTC	100.0	ng/ml	0.660350913821	0.358537245855	0.0	1.98261019125	1.78663645797	1.11784757166
44	50329	MDA-MB-175-VII	200852.0	BTC	1.0	ng/ml	-0.0104250053628	0.0665490442041	-0.054604071024	0.106778019283	0.142099272785	0.108689877569
45	50329	MDA-MB-175-VII	200852.0	BTC	100.0	ng/ml	0.0314913731777	0.0278142657742	-0.111654710513	0.141608402813	0.219291774288	0.192353606108
46	50331	MDA-MB-361	200852.0	BTC	1.0	ng/ml	0.19782127023	0.179563102209	0.0254001949021	1.18601714688	0.804993911063	-0.177998445353
47	50331	MDA-MB-361	200852.0	BTC	100.0	ng/ml	0.545131291214	0.644600641784	0.698186020545	1.24397231327	0.940191410753	0.271742112239
48	50332	MDA-MB-415	200852.0	BTC	1.0	ng/ml	0.0312224120331	0.206058621601	0.181373010346	1.96130475478	1.88459929805	1.6291265646
49	50332	MDA-MB-415	200852.0	BTC	100.0	ng/ml	0.24121998519	0.254249075087	0.271195499709	2.23620220163	2.00712542435	1.83112502958
50	50333	MDA-MB-436	200852.0	BTC	1.0	ng/ml	0.383337681174	0.395481869846	0.274892226393	0.855924534538	0.906610835566	0.838113025478
51	50333	MDA-MB-436	200852.0	BTC	100.0	ng/ml	0.45287974489	0.430217857643	0.316898976012	0.947746491504	0.952020653065	0.749033167725
52	50334	MDA-MB-453	200852.0	BTC	1.0	ng/ml	0.128317227807	0.0791357599324	-0.0574489221269	0.561010154735	0.412165706296	-0.10251215598
53	50334	MDA-MB-453	200852.0	BTC	100.0	ng/ml	0.479096983777	0.424662052929	0.489255150061	0.398664482215	0.206930798639	0.190572523988
54	50335	MDA-MB-468	200852.0	BTC	1.0	ng/ml	0.28690289352	0.272501738347	0.209053640785	0.987417341825	0.889606741836	0.845728247877
55	50335	MDA-MB-468	200852.0	BTC	100.0	ng/ml	0.407326192202	0.433808609469	0.402943166337	1.19605191239	1.14316918361	0.921812390278
56	50541	T47D	200852.0	BTC	1.0	ng/ml	0.531767940142	0.519454515089	0.549285642989	1.5734369619	1.5366158377	1.53824469992
57	50541	T47D	200852.0	BTC	100.0	ng/ml	0.789085192489	0.736476579286	0.703236595167	1.62293333311	1.56733063144	1.43157816204
58	50556	UACC-812	200852.0	BTC	1.0	ng/ml	-0.0160016376772	0.0112513792023	0.0341157322016	0.0558606465386	0.0731503601787	0.118855990095
59	50556	UACC-812	200852.0	BTC	100.0	ng/ml	0.451220473159	0.680207606395	1.04551485161	0.264278903346	0.267079673221	0.276554602737
60	50557	UACC-893	200852.0	BTC	1.0	ng/ml	0.0757136308984	0.0160651389996	0.0381937001359	0.503353184367	0.461016401135	0.374552400729
61	50557	UACC-893	200852.0	BTC	100.0	ng/ml	0.0227522678477	0.184111162431	-0.09021796224	0.448229569411	0.615616121136	0.1834961101
62	50574	ZR-75-1	200852.0	BTC	1.0	ng/ml	0.610377046569	0.427619100393	0.247736559487	1.72167509272	1.57652105722	1.418701851
63	50574	ZR-75-1	200852.0	BTC	100.0	ng/ml	1.03718899735	0.837949390928	0.668376749216	1.90462189102	1.51819148932	0.852455758773
64	50575	ZR-75-30	200852.0	BTC	1.0	ng/ml	0.0711833139004	0.0867831527946	0.188247754117	0.0763272098625	0.00753130286007	0.0515877448318
65	50575	ZR-75-30	200852.0	BTC	100.0	ng/ml	0.819133410798	0.95542358206	1.11350360121	0.151833093537	0.208344158505	0.274606138485
66	50576	184B5	200852.0	BTC	1.0	ng/ml	0.530886499148	0.196550018626	0.0830312506254	0.670067588447	0.655163544944	0.529682238253
67	50576	184B5	200852.0	BTC	100.0	ng/ml	0.793511589521	0.541180348838	0.337738202624	0.698023383997	0.627429797666	0.480989264662
68	50578	HCC1187	200852.0	BTC	1.0	ng/ml	0.23876384555	0.240871504698	0.332874372799	1.83588266071	1.76569992714	1.7965770321
69	50578	HCC1187	200852.0	BTC	100.0	ng/ml	0.630518278069	0.526902136631	0.383528337396	2.02245283287	1.96031749601	1.77434794384
70	50579	HCC1500	200852.0	BTC	1.0	ng/ml	0.221170442909	-0.199694411193	-0.199694411193	0.0	0.0	0.0
71	50579	HCC1500	200852.0	BTC	100.0	ng/ml	-0.199694411193	-0.199694411193	-0.0216493023258	0.382602021101	0.0	0.0
72	50583	MCF 10A	200852.0	BTC	1.0	ng/ml	0.489114452449	0.322175743871	0.20696273548	1.02087713177	0.84925353685	0.588343114201
73	50583	MCF 10A	200852.0	BTC	100.0	ng/ml	0.868857199183	0.513845951363	0.420767527826	1.06100422573	0.739871133143	0.673007552579
74	50584	MCF 10F	200852.0	BTC	1.0	ng/ml	0.36324856845	0.246911633226	0.225079386903	1.77184234117	1.497748367	1.45613522728
75	50584	MCF 10F	200852.0	BTC	100.0	ng/ml	0.550703982985	0.246000621955	0.307823505764	1.86944174742	1.51730035816	1.23098163199
76	51089	MCF12A	200852.0	BTC	1.0	ng/ml	0.140735555924	0.114724085365	-0.214699484443	0.139866310362	0.240986483905	0.279153788156
77	51089	MCF12A	200852.0	BTC	100.0	ng/ml	0.227722316967	0.0561500335714	0.063596987874	0.542251332366	0.465913904312	0.458831240652
78	50029	MCF7	200863.0	EFNA1	1.0	ng/ml	-0.163429105577	-0.163429105577	-0.163429105577	0.0	0.0	0.0
79	50029	MCF7	200863.0	EFNA1	100.0	ng/ml	-0.163429105577	-0.163429105577	0.190762463292	0.0	0.0	0.614080642516
80	50057	SK-BR-3	200863.0	EFNA1	1.0	ng/ml	0.011761463089	0.00531785406627	0.0163816667792	-0.0489527792023	-0.0489527792023	0.159710278671
81	50057	SK-BR-3	200863.0	EFNA1	100.0	ng/ml	0.0427794287685	-0.0260808137811	-0.0507080241116	-0.0489527792023	-0.0489527792023	-0.0489527792023
82	50058	MDA-MB-231	200863.0	EFNA1	1.0	ng/ml	0.200285074321	-0.348464390689	0.26585096681	-0.9516175045	-0.9516175045	-0.9516175045
83	50058	MDA-MB-231	200863.0	EFNA1	100.0	ng/ml	0.176905287954	0.0392753309254	0.445131947242	-0.255334298615	-0.9516175045	0.25773621439
84	50091	AU565	200863.0	EFNA1	1.0	ng/ml	-0.04424499283	-0.105169870808	-0.0256272561001	0.0188388560459	-0.0264609022781	-0.0422708303461
85	50091	AU565	200863.0	EFNA1	100.0	ng/ml	0.04296863241	-0.0111967660095	0.122529285764	0.132295404585	-0.0380968443637	0.0737068787073
86	50105	BT-20	200863.0	EFNA1	1.0	ng/ml	-0.0172789132983	0.0081710841685	0.0604365245574	0.10384041091	0.104029375622	0.559434274573
87	50105	BT-20	200863.0	EFNA1	100.0	ng/ml	-0.00450615116158	0.00912498602742	0.114371835503	0.444908112029	-0.122387018037	0.582188061178
88	50106	BT-474	200863.0	EFNA1	1.0	ng/ml	0.00719229912736	-0.000270442906963	0.0664829071197	0.0448738177705	0.035059810224	0.0393877354302
89	50106	BT-474	200863.0	EFNA1	100.0	ng/ml	-0.0907857041795	-0.0620127508123	0.000678566960014	0.120412093279	0.0293038664513	0.0198152215008
90	50107	BT-483	200863.0	EFNA1	1.0	ng/ml	0.0728433027851	-0.0688657823668	-0.115873183324	-0.0820144315657	-0.0820144315657	-0.0820144315657
91	50107	BT-483	200863.0	EFNA1	100.0	ng/ml	0.068910606551	-0.15117020329	0.111623247064	0.0948985187606	-0.0820144315657	0.247654453604
92	50108	BT-549	200863.0	EFNA1	1.0	ng/ml	0.0687621004	0.00994710848565	0.0325749742338	0.0518014162842	0.14064017015	0.148486599958
93	50108	BT-549	200863.0	EFNA1	100.0	ng/ml	-0.0445327985808	-0.0137736662422	0.0163840580484	0.0649442979861	0.104971854197	0.129818938018
94	50131	CAMA-1	200863.0	EFNA1	1.0	ng/ml	0.0561755133568	-0.0957329767159	-0.13259411337	-0.0392037368718	-0.0392037368718	0.371086860486
95	50131	CAMA-1	200863.0	EFNA1	100.0	ng/ml	-0.131928860564	0.00860820651161	-0.0163442888549	-0.0392037368718	-0.0392037368718	-0.0392037368718
96	50206	HCC1395	200863.0	EFNA1	1.0	ng/ml	0.0141870946452	-0.0196217673593	0.0327626623707	0.0	0.0	0.0
97	50206	HCC1395	200863.0	EFNA1	100.0	ng/ml	0.0625353376233	0.00189154512015	0.033663352353	0.0	0.0	0.0
98	50207	HCC1419	200863.0	EFNA1	1.0	ng/ml	-0.0244788496712	-0.193760961505	0.0727971308784	-0.0552427013793	-0.0234380008334	0.0117068086706
99	50207	HCC1419	200863.0	EFNA1	100.0	ng/ml	-0.0300839769801	0.00748029433076	0.0521269355161	-0.0544531782945	-0.0241517627963	0.0584773437504
100	50208	HCC1428	200863.0	EFNA1	1.0	ng/ml	0.0	0.0	0.0	-0.0984852498147	-0.0984852498147	-0.0984852498147
101	50208	HCC1428	200863.0	EFNA1	100.0	ng/ml	0.0	0.0	0.206560073929	-0.0984852498147	-0.0984852498147	0.889850776914
102	50210	HCC1569	200863.0	EFNA1	1.0	ng/ml	-0.152679449869	-0.197674410663	-0.239308138934	-0.186702291081	-0.176340232702	-0.150581360402
103	50210	HCC1569	200863.0	EFNA1	100.0	ng/ml	-0.102980782615	-0.258361357778	0.0161810335954	0.1621427955	-0.184822923374	0.104165955906
104	50211	HCC1806	200863.0	EFNA1	1.0	ng/ml	-0.0842100629007	-0.158230134907	-0.113253838725	-0.371183759687	-0.371183759687	-0.371183759687
105	50211	HCC1806	200863.0	EFNA1	100.0	ng/ml	-0.0234593334697	-0.188653743106	-0.128137714165	-0.371183759687	-0.371183759687	-0.371183759687
106	50212	HCC1937	200863.0	EFNA1	1.0	ng/ml	-0.042466803605	-0.4454971212	-0.180474995219	-0.0933407117733	-0.0933407117733	0.0856536871444
107	50212	HCC1937	200863.0	EFNA1	100.0	ng/ml	-0.0656880847326	-0.237311129722	0.180341509135	-0.0933407117733	-0.0933407117733	0.508889803086
108	50213	HCC1954	200863.0	EFNA1	1.0	ng/ml	0.145740299909	0.0833464023807	0.168107728488	0.179640116022	0.0121940056503	0.0831945146898
109	50213	HCC1954	200863.0	EFNA1	100.0	ng/ml	0.300346056973	0.258018750717	0.26672307074	0.284012201811	0.144100117114	0.255081624553
110	50214	HCC202	200863.0	EFNA1	1.0	ng/ml	0.0933697017063	0.00663086231851	0.013749287522	0.0565918277774	0.0581347782855	0.0582314482656
111	50214	HCC202	200863.0	EFNA1	100.0	ng/ml	0.0139871375622	0.0750439472441	0.114014370153	0.0350742838405	0.116002284361	0.0598007722622
112	50216	HCC38	200863.0	EFNA1	1.0	ng/ml	-0.0521844201034	0.0247893888142	-0.0340369182106	-0.235042591821	-0.226161891558	-0.402013951081
113	50216	HCC38	200863.0	EFNA1	100.0	ng/ml	-0.164046744456	-0.0387558255048	-0.0512228653338	0.422759597375	0.082940209789	-0.137747787085
114	50219	HCC70	200863.0	EFNA1	1.0	ng/ml	-0.000422805404756	-0.0243996523591	0.0351766641428	-0.114421745599	-0.114421745599	-0.114421745599
115	50219	HCC70	200863.0	EFNA1	100.0	ng/ml	0.0320712157033	0.0413356748776	0.046142908429	-0.114421745599	-0.114421745599	-0.114421745599
116	50238	Hs 578T	200863.0	EFNA1	1.0	ng/ml	-0.0163276808645	-0.0828900811098	-0.0301081799884	0.0433677918041	0.0383743797217	0.123372469797
117	50238	Hs 578T	200863.0	EFNA1	100.0	ng/ml	0.0392525647162	-0.0896243020775	0.0254786031132	0.00242661749853	0.0569507263378	0.195451036919
118	50327	MDA-MB-134-VI	200863.0	EFNA1	1.0	ng/ml	0.0	0.0	0.0	-0.0589353527982	-0.0424421582087	-0.0170623629925
119	50327	MDA-MB-134-VI	200863.0	EFNA1	100.0	ng/ml	0.0	0.0	0.183799367721	0.166333397858	-0.0544375421234	0.0885390698533
120	50328	MDA-MB-157	200863.0	EFNA1	1.0	ng/ml	0.0	0.0	0.0	0.0	0.0	0.0
121	50328	MDA-MB-157	200863.0	EFNA1	100.0	ng/ml	0.0	0.0	0.181421013279	0.0	0.0	0.0
122	50329	MDA-MB-175-VII	200863.0	EFNA1	1.0	ng/ml	-0.0023023715564	0.0544977767151	0.0904385586011	-0.00322747005076	0.0426203772942	0.0688537852108
123	50329	MDA-MB-175-VII	200863.0	EFNA1	100.0	ng/ml	0.018634100711	0.0357763703903	0.11547240929	0.0237916329962	0.0123690362362	0.0646834142947
124	50331	MDA-MB-361	200863.0	EFNA1	1.0	ng/ml	0.0160280514339	-0.193838062365	-0.169081681881	-0.177998445353	-0.177998445353	-0.177998445353
125	50331	MDA-MB-361	200863.0	EFNA1	100.0	ng/ml	0.225303392388	-0.389900027759	0.00868757861992	0.880266075225	-0.177998445353	-0.177998445353
126	50332	MDA-MB-415	200863.0	EFNA1	1.0	ng/ml	0.125383298829	0.190622654409	0.216173462042	0.204669627548	0.200010668057	-0.264425975264
127	50332	MDA-MB-415	200863.0	EFNA1	100.0	ng/ml	0.128836667064	0.238056192158	0.143459279375	-0.264425975264	0.273301386941	0.779695822779
128	50333	MDA-MB-436	200863.0	EFNA1	1.0	ng/ml	-0.120618176781	-0.315547919523	-0.205670884856	0.0	0.0	0.0
129	50333	MDA-MB-436	200863.0	EFNA1	100.0	ng/ml	-0.0607753781299	-0.515520135089	-0.100856845675	0.0	0.0	0.0
130	50334	MDA-MB-453	200863.0	EFNA1	1.0	ng/ml	0.0201758050505	-0.0642642841263	-0.0290824683508	-0.103373556995	-0.343066503433	-0.0592013428964
131	50334	MDA-MB-453	200863.0	EFNA1	100.0	ng/ml	0.00101857241252	-0.119076568951	0.0650335438966	-0.166493114818	-0.537204567326	0.0994871001294
132	50335	MDA-MB-468	200863.0	EFNA1	1.0	ng/ml	-0.0142869550937	-0.0847056663013	-0.00177737577892	0.00631744115311	0.101242327717	0.0156686279312
133	50335	MDA-MB-468	200863.0	EFNA1	100.0	ng/ml	-0.0152940365803	-0.047078725943	0.0286049802391	0.098221399951	-0.034292334107	0.0756528812491
134	50541	T47D	200863.0	EFNA1	1.0	ng/ml	0.0434137191886	-0.0227015328896	-0.0192964708055	-0.0529897200429	0.0541795923206	0.151045613253
135	50541	T47D	200863.0	EFNA1	100.0	ng/ml	0.0999829900473	-0.0249462241305	0.0608783757236	0.341642260789	0.0113137759603	0.370756643518
136	50556	UACC-812	200863.0	EFNA1	1.0	ng/ml	-0.120493525204	-0.0326848597032	-0.0135900214835	-0.0108146294212	0.014156297659	0.0203062788397
137	50556	UACC-812	200863.0	EFNA1	100.0	ng/ml	-0.0355408108032	-0.0457177431478	0.0147677699291	0.00263803473204	-0.00941295915885	0.030698972149
138	50557	UACC-893	200863.0	EFNA1	1.0	ng/ml	-0.108847402688	-0.0806638848133	-0.0201664834276	0.0	0.0	0.0
139	50557	UACC-893	200863.0	EFNA1	100.0	ng/ml	-0.0844367183561	-0.111613635841	-0.095327442818	0.0	0.0	0.0
140	50574	ZR-75-1	200863.0	EFNA1	1.0	ng/ml	0.025880190066	-0.0443916107859	0.0306566583831	-0.287914631003	-1.37900917198	-0.559532296153
141	50574	ZR-75-1	200863.0	EFNA1	100.0	ng/ml	-0.211068709754	-0.252308038769	-0.162088110116	-0.30632302119	-1.37900917198	0.358289782712
142	50575	ZR-75-30	200863.0	EFNA1	1.0	ng/ml	0.0498970796128	-0.0502912817662	0.0637894397162	0.0258520333482	-0.0301592117889	0.0401828262469
143	50575	ZR-75-30	200863.0	EFNA1	100.0	ng/ml	0.0467433498937	-0.0397522362802	0.0318494760769	0.0157206244431	-0.00567177711561	0.0147919993683
144	50576	184B5	200863.0	EFNA1	1.0	ng/ml	-0.0393568814463	-0.149655436806	0.0611664525916	0.0300058024309	0.0159870514653	0.0397117737258
145	50576	184B5	200863.0	EFNA1	100.0	ng/ml	-0.0373365432274	-0.123726408016	0.0421184438511	0.0549125729443	0.0483843140518	0.146223425514
146	50578	HCC1187	200863.0	EFNA1	1.0	ng/ml	0.0278062953139	0.0109716651336	0.00754222678507	0.428794386627	0.0	0.0
147	50578	HCC1187	200863.0	EFNA1	100.0	ng/ml	0.00389867627829	-0.00664433064862	-0.00160260951922	0.0	0.0	0.239166607419
148	50579	HCC1500	200863.0	EFNA1	1.0	ng/ml	-0.199694411193	-0.0146825099904	-0.0206506445088	0.0	0.0	0.0
149	50579	HCC1500	200863.0	EFNA1	100.0	ng/ml	-0.0148792882356	-0.199694411193	0.0372735792616	0.0	0.0	0.0
150	50583	MCF 10A	200863.0	EFNA1	1.0	ng/ml	-0.024249639911	0.0681870656142	-0.0105588476756	0.00949820770225	-0.172630669079	0.271238811099
151	50583	MCF 10A	200863.0	EFNA1	100.0	ng/ml	-0.121970919064	-0.270920568598	-0.0796850357241	0.147720017494	-0.0623736568462	0.144641278209
152	50584	MCF 10F	200863.0	EFNA1	1.0	ng/ml	-0.0278950356686	0.030676902003	0.0383283185184	0.0	0.0	0.0
153	50584	MCF 10F	200863.0	EFNA1	100.0	ng/ml	0.0860093913079	-0.150861786957	0.0779698457256	0.0	0.0	0.0
154	51089	MCF12A	200863.0	EFNA1	1.0	ng/ml	0.0781186084301	-0.207416866357	-0.0797044471223	0.00146411318685	0.0434680196624	0.050259724441
155	51089	MCF12A	200863.0	EFNA1	100.0	ng/ml	0.209261184448	-0.1944284398	0.0572860857679	0.0279418253962	0.0327806487681	0.159948732018
156	50029	MCF7	200850.0	EGF	1.0	ng/ml	-0.163429105577	-0.163429105577	-0.163429105577	1.70658255614	1.13140921621	1.00323442447
157	50029	MCF7	200850.0	EGF	100.0	ng/ml	-0.163429105577	0.260447833562	-0.163429105577	1.99902380191	1.42659438064	0.600460159149
158	50057	SK-BR-3	200850.0	EGF	1.0	ng/ml	0.332339454764	0.345055660742	0.0332292526317	1.20076931983	1.17914034336	1.03811136519
159	50057	SK-BR-3	200850.0	EGF	100.0	ng/ml	0.652177956748	0.617702229829	0.537516048674	1.25816091343	1.21310338941	1.09713479749
160	50058	MDA-MB-231	200850.0	EGF	1.0	ng/ml	0.580196212564	0.409254254787	0.433664962934	1.54107934681	1.5723382498	1.38114239511
161	50058	MDA-MB-231	200850.0	EGF	100.0	ng/ml	0.873573587667	0.693281630923	0.204428000461	1.81431321212	1.56983108617	1.39362898091
162	50091	AU565	200850.0	EGF	1.0	ng/ml	0.008093206656	0.14385306107	-0.124592058685	0.603948556256	0.584552112207	0.429771178333
163	50091	AU565	200850.0	EGF	100.0	ng/ml	0.429006749562	0.49411439951	0.360124367897	0.694217852124	0.641713374083	0.50481779055
164	50105	BT-20	200850.0	EGF	1.0	ng/ml	0.221196278988	0.236624326615	0.263560857284	1.81184725788	1.77948526075	1.70259454819
165	50105	BT-20	200850.0	EGF	100.0	ng/ml	0.247907668698	0.282813283484	0.271020464773	1.85164770252	1.82068262883	1.73971040692
166	50106	BT-474	200850.0	EGF	1.0	ng/ml	-0.013305012971	-0.0279259879766	-0.0580997789131	0.395667239795	0.294220086162	0.308383953138
167	50106	BT-474	200850.0	EGF	100.0	ng/ml	0.268650072104	0.182045523111	0.267900855052	0.716479605315	0.482619760226	0.28924477107
168	50107	BT-483	200850.0	EGF	1.0	ng/ml	0.0484108622524	-0.0022896631292	0.0472092310365	1.24348765508	0.89390029244	0.921246689994
169	50107	BT-483	200850.0	EGF	100.0	ng/ml	0.151079443903	0.0407837318821	-0.0263919969729	1.96592623277	1.27492688842	0.455746890844
170	50108	BT-549	200850.0	EGF	1.0	ng/ml	0.0515258126845	0.051774501224	0.0329665412232	0.494776642533	0.268537237841	0.364495374084
171	50108	BT-549	200850.0	EGF	100.0	ng/ml	0.281988004728	0.205427299256	0.0763088276395	0.963068995947	0.810933621222	0.428555243398
172	50131	CAMA-1	200850.0	EGF	1.0	ng/ml	-0.0755841944613	-0.156748927271	-0.0564986590581	-0.0392037368718	-0.0392037368718	-0.0392037368718
173	50131	CAMA-1	200850.0	EGF	100.0	ng/ml	-0.0898278093878	0.0834358158306	-0.0292965292073	2.06860951687	1.84439644652	1.82236052787
174	50206	HCC1395	200850.0	EGF	1.0	ng/ml	0.201038190092	0.29685391125	0.310256899741	0.748403753684	0.711079397742	0.592128318558
175	50206	HCC1395	200850.0	EGF	100.0	ng/ml	0.334471431644	0.413638734238	0.271907747789	0.88080422248	0.792022502615	0.0
176	50207	HCC1419	200850.0	EGF	1.0	ng/ml	0.0923502989015	0.0317459551629	0.0144640969388	-0.000328303577767	-0.0691207273592	-0.0342536666231
177	50207	HCC1419	200850.0	EGF	100.0	ng/ml	0.201600946278	0.178190609495	0.155718380116	0.189080556911	0.0253997911989	0.0679925567954
178	50208	HCC1428	200850.0	EGF	1.0	ng/ml	0.0	0.0	0.0	2.22112114767	2.02760866622	1.94830757792
179	50208	HCC1428	200850.0	EGF	100.0	ng/ml	0.0	0.0	0.0	2.47448829516	2.2137550446	1.64777006615
180	50210	HCC1569	200850.0	EGF	1.0	ng/ml	0.175294276857	0.183784275211	0.124917642411	0.855269865855	0.761116974883	0.620226112177
181	50210	HCC1569	200850.0	EGF	100.0	ng/ml	0.40694255497	0.422382019197	0.364505081737	0.954027154146	0.824873000716	0.616188673718
